PAUTA,BREVE DESCRIPCION,COPY,MATERIAL,FECHA DE PUBLI,ESTADO,PRODUCTOS,CANAL,PAUTA ,FB Likes,FB ALCANCE,Ig Likes,IG ALCANCE,TT LIKES,TT ALCANCE,RESPONSABLE
,sorteo ,"¡GANATE UN VIAJE A ESQUEL: SORTEO 100K! 🤩
Estamos increíblemente felices por la comunidad que formamos acá. Para celebrar y agradecerles, armamos este tremendo sorteo: “100.000 Veces Gracias” ✨

1º Premio: Vuelos, estadía y excursiones para 2 personas. 
2º Premio: Estadía y excursiones para 2 personas.

¿Cómo participar? ¡Es súper fácil!  
✔ Seguir nuestra cuenta. 
✔ Darle ""Me gusta"" a esta publicación.
✔ Mencionar en los comentarios a esa persona con la que te encantaría compartir esta aventura.

🗓️ ¡El martes 16 de junio a las 11:00 hs anunciamos a las dos personas ganadoras en nuestras historias!
📜 Revisá las Bases y Condiciones en nuestra historia destacada ""Sorteo"".
#Esquel #Patagonia #Sorteo #PatagoniaArgentina #100K
",,4/6/2026,PUBLICADO ,,INSTAGRAM,,,,,,,,
,invierno - parque ,"❄️ UN DESTINO DE INVIERNO QUE LO TIENE TODO
Planificá tus vacaciones y vení a descubrirlo, porque Esquel es nieve, es diversión y es naturaleza pura. Pero también es paisajes inmensos, aire limpio, tardes de mates y una gastronomía patagónica que te va a enamorar. 🏔️✨

 Dejanos tu duda en los comentarios. 😊

#Esquel #Patagonia #EsquelTeHaceBien #InviernoEnLaPatagonia #TurismoArgentina",TORRECILLAS-ALERZAL_GLAXIAR-65.jpg (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/FCG_k0aSkRVlFiY61sfCRQ/GrE8kM28FalmIcvIwaAAM12-YdN-WRyT4vpgYJUIujWxGOdQ1nJrNWhXO4xAtmbWVvim40X9PZA5RTH3o_qNbFXL0mKqr9iknE-ptQcTgQPRJh6tfdDufUNfBwuZl0MdmwFR0PRHYRdbztJNw1ms4TmbltL_CnS507DPT6mjNr3leSLlXeQ1fVfU_Kgur7MH/JIA3RbncAZY_8r2-8Y9QqfqswcY3--WcyqWbFI77BdQ),6/6/2026,PUBLICADO ,"AVENTURA,INVIERNO,GLACIAR TORRECILLAS","INSTAGRAM,FACEBOOK",,,,,,,,
,Laguna Willmanco,"¿SABÍAS POR QUÉ SE LLAMA LAGUNA WILLMANCO? 👇

Hay lugares que invitan a frenar, respirar y simplemente contemplar. Este espejo de agua cristalina al pie del Cerro 21, rodeado de montañas y naturaleza pura, es uno de ellos. Pero también esconde una historia particular.
 
¡Su nombre viene de un vecino real! William J. Roberts, un pionero galés que eligió Esquel para vivir. Como a William le faltaba un brazo, en el pueblo lo llamaban ""Will, el manco"". Con los años, el lenguaje popular unió las palabras y rebautizó la laguna como la conocemos hoy. 📜

#Esquel #EsquelTeHaceBien #LagunaWillmanco #PatagoniaArgentina","view (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/5yTgx4v1Pllb4raFLcK-mA/etfMDdpUeCLb0WleQ3SAEk1qB0QhIVgaR43qQVOv_Zt0XAxkVR6y4kzKsqLaRWTTRa4kygxHQmB6T7CHm_LuwEePchpZ6odYTQB0cd5FHxvyohErdPVfH1enuGd6OtlSnzjjCX5AXWMa29RjBFQYVg/iQmPlyDR-ujQhTXYWNpZsRtTMLWr7Gim44zGueEhgQY),WILLMANCO Y CIUDAD PANORÁMICA.jpg (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/inlBvFGpTTjpIIQCyF8Nqw/W7qJyxWgCF3j1ClRAp1UegenIIRQquydBV0m03gkYE7WwDTWeM3urMB1fgja-hriDzOB4iGBI7Eovj7eKZ7ypQ5qsp-ts3w-Gs6izCrRy6GCu4KYsdb1OQTKRY4q5GcUZaBoy14UMIk3Hw9s2-JACyaWovfICdSt6ZhSmCrQP86Vy5J3NJnKaoCztVifmuDy/02C6IcgfoRNblVa8WsFO-Eyii1Jd68MD_qmDF8RT6vE)",9/6/2026,PUBLICADO ,"CIUDAD DE ESQUEL,NATURALEZA","INSTAGRAM,FACEBOOK",,,,,,,,
PAUTA ,PRODE - Carrusel," ¡ESQUEL MUNDIAL! 🏆
Llegó el momento que estabas esperando. Si sos de los que sienten que la tienen clara con el fútbol, llegó la hora de demostrarlo en nuestro PRODE oficial y ¡ganarte $1.000.000! 💰⚽

Participar es 100% GRATUITO y re fácil. Seguí estos pasos:
1️⃣ Seguí a @turismoesquelok.
2️⃣ Dale LIKE a este post.
3️⃣ Completá el formulario que se encuentra en el QR y ¡recibí automáticamente el enlace para pronosticar los resultados de los partidos! Tenés tiempo desde hoy, martes 09 de junio. 

💡 TIP PARA GANAR: si hay empate en el primer puesto, ¡desempatamos sumando puntos subiendo fotos de Esquel a tus redes! 
Chequeá los detalles en las BASES Y CONDICIONES ancladas en historias destacadas. 😉

#EsquelMundial #Prode #Esquel #TurismoEsquel #Fútbol #Mundial2026 #Chubut #EsquelTeHaceBien

",,9/6/2026,PUBLICADO ,,,,,,,,,,
PAUTA ,PRODE face /  carrusel quitar ultima placa ," ¡ESQUEL MUNDIAL! 🏆
Llegó el momento que estabas esperando. Si sos de los que sienten que la tienen clara con el fútbol, llegó la hora de demostrarlo en nuestro PRODE oficial y ¡ganarte $1.000.000! 💰⚽

Participar es 100% GRATUITO y re fácil. Seguí estos pasos:

1️⃣ Dale LIKE a esta publi
2️⃣ Seguinos en Instagram www.instagram.com/turismoesquelok
3️⃣ Completá el formulario acá 👉 https://forms.gle/YSG8R8J1nvUpR1MV8 ¡recibí automáticamente el enlace para pronosticar los resultados de los partidos! 
Tenés tiempo desde hoy, 10 de junio.

💡 TIP PARA GANAR: si hay empate en el primer puesto, ¡desempatamos sumando puntos según las fotos que tengas de Esquel en tu feed! 
Chequeá los detalles en las BASES Y CONDICIONES 😉

#EsquelMundial #Prode #Esquel #TurismoEsquel #Fútbol #Mundial2026 #Chubut #EsquelTeHaceBien",,10/6/2026,PUBLICADO ,,,,,,,,,,
,Esperar y ver como reacciona el concurso ,,,,,,,,,,,,,,
,La Trochita,"¿QUERÉS SENTIR QUE VIAJÁS EN EL TIEMPO? 🚂

El emblemático tren La Trochita, que sale de Esquel rumbo a Nahuelpan, te invita a una aventura única: locomotora a vapor, pisos de madera, paisajes patagónicos y un recuerdo inolvidable.

🎫 Anticipate y comprá tu ticket en latrochita.org.ar

¡Descubrí Esquel! 🏔️
Estamos para ayudarte a planificar tu viaje
+54 2945 529616

#Esquel #LaTrochita #Patagonia #TurismoArgentina #Viajes","view (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/4JcoHW4R2l0CR2GPxgu_bw/Qk2C9VPCu7vWMbJpeiEimyBRF3grGg7ebEBhSBfi65fxVTrZvVa3_oI2SMF4Zz-xdD5uPI_fI_OI6LxbKAd6wl1eERuuuMR1bA9K_orOe1OoKjm8OqDBNgqFgmV_r_fF25V45E6H5h88tMZNBpKZ0A/hd9_Y639S7vkN-lwGBYKvD6kaIFBu7X5GMD65eRs7j0),DSC04542.jpg (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/vxCgvTvKSkCwrF-aK1n4LA/nvI22kGgMiSywIaDawei8Qietyt4Za6mquAoM5q8xUg377AIAK-j4brqkEJxZoJt-BOSTs0ZF2WQHB_vRAQF1jSDfHbpPGXibnCmBLniol_PMSX-9JyMa0vbfMHDJOKeqgdwptcH-e--lEGO8pm_4u-P-MNW81kC3TghNidAJc0/V1-Cb8Hi7OXz805cPZwOBOyXlvz28N3yC1C1Wx-vSgM)",11/6/2026,PUBLICADO ,"CULTURAL,LA TROCHITA","INSTAGRAM,FACEBOOK",,,,,,,,
,Lago Menedez  (editar +musica) ,"HAY LUGARES QUE NO SE EXPLICAN, SE SIENTEN. ✨

En las aguas del Lago Menéndez el tiempo pasa sin apuro. Venir acá es desconectar de verdad: sin pantallas, sin prisas, sin ruidos. Solo vos, la inmensidad de la Patagonia y un respiro profundo. 

¿Con quién compartirías este momento de paz total? Etiquetalo 👇

📍 Parque Nacional Los Alerces - Patrimonio Mundial de la UNESCO.

#Esquel #PatagoniaArgentina #ParqueNacionalLosAlerces #EsquelTeHaceBien #Naturaleza","IMG_0054.mp4 (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/xXBMYMkfDpZjSuUdwzlqdw/jxaWh6-t-FqQ3CpEA9Q2HlcsVpBjfSxP8JttAYgl090yMyQoYKF-b3fDQZwiGqxoE-7mGXUft58lrOd1XOAZKaxb7rc78P-SsCXXAmM7CSO6-jvOQYdMy2d5t9TLHLYRnel8oWoJev0R4JNPbjdo9mdR1loSPm-U-hW0hp_6BRE/j3cAjcqu1sOu31qSACVfTDMnPr-4vkyVBiuqpuf3adI),IMG_0054.mp4 (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/DRvcz6nR_zGGn3zzQ38CJQ/GVlfsJ5wCscsxsl0Rlq01TLchB_xPJtUP61ddJ-ypqP9Dy1Uiq0auKsBajduoDwUreExXU13mFUH6rDZhfApKL9nT2vg5uCPOQz6AiQ8JGMHS5ATpLNYbpKeeLaIXO2di7rh4gd0IyfcFGXbFcaj2oLWr6zLj96X1oBs8IxSlGg/m22--DKYb3dEoVW0BqiCiYiR8QCUkrvpNB7iDCOM-9k)",12/6/2026,PUBLICADO ,"INVIERNO,PARQUE NACIONAL LOS ALERCES","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
,Primera nevada,"❄️ ¡PRIMERA NEVADA EN EL CERRO LA HOYA!

Llegó la primera nevada y el invierno empieza a pintar de blanco los paisajes de Esquel. 

⛷️ La Hoya cuenta con 30 pistas, 8 medios de elevación. Por su cercanía, su perfil familiar y la competitividad de sus tarifas se posiciona como uno de los destinos invernales más atractivos de Argentina.

La temporada empieza a sentirse. ¡No te quedes afuera y reservá tus pases! 
Tarifas disponibles en: skilahoya.com

#Esquel #LaHoya #Esquí #CerroLaHoya #Invierno2026",,12/6/2026,PUBLICADO ,"INVIERNO,LA HOYA",,,,,,,,,
,Bahía de los palos ,"EL VALOR DE LO SIMPLE ❄️
 
En esta época del año, caminar sin apuro y sentir el aire fresco en la cara tiene una magia especial.
Porque la Patagonia es hermosa, pero compartirla en buena compañía hace que el invierno sea el momento más cálido del año. ❤️

📍 Bahía de los Palos, Parque Nacional Los Alerces.

#Esquel #ParqueNacionalLosAlerces #PatagoniaArgentina #Invierno26 #Senderos",Video con música.mp4 (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/JSUNDkbqgtbEyZa0FVb8mA/nwHOfN-JjEK9DG4YIyWTCEYPnvDYQn6RFVl2hAtmvH9QOWZJkZnYvSMdUJ_2xl62zEU7fYR0a-Z_HuspkDbeKx3NX-wR5Jpd8bmPMOIUsHtC20TwwVefcz6Ibjk2dZVA9zSXrJcZy3_p9dItw0sYYJ-qPpTG2gbCRutJI3ULDZI/doKTXTHNGD-d1Y4999YvBchJP9vARz1TYDECtlEDo3k),13/6/2026,PUBLICADO ,"PAISAJE,PARQUE NACIONAL LOS ALERCES","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
 * ,Tren+ nieve + cosas ricas ," ¡ANTOJOS DE INVIERNO!  ❄️

Hay dos cosas que nos vuelven locos del invierno en Esquel: los paisajes nevados de película y sentarnos a comer algo rico para pasar el frío. 

¡Esa combinación perfecta sí existe y te espera en Esquel! 
Subirse a La Trochita y admirar el paisaje mientras disfrutás de cosas ricas, es todo lo que está bien. 🧉🎂

¡Consultanos por frecuencias y anticipá tus pasajes del tren! 📩

#Esquel #PatagoniaArgentina #LaTrochita #Nieve #EsquelTeHaceBien","DSC09845-11.jpg (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/Mu5E2dI8K2aFQuEkamZhtw/lTODSOu8EKmfQwMHWog7AUjy8DD7Ch3lZ18o5lqkvUbWHfWmUM9crC9k_OWnUXucTmxafOUaPKVsSW33QcMt7poDNfh-g7Rcr8H9s2OScAnAg2qynIxMTRBREmXTm7cg5vjf1ixO2tjtDXj8gp25i1BJQV4fELPx3ZHHWG7nWeg/AD0VqHcuIvqRmroXog_EhCCl-zgP93Zdbq9-zQL3fqE),Reel Trochita (4).mp4 (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/yUeX_DBGDUUPXk7xUbW39A/0UBXe-ErXMiZrS1RMTFwDw8T8zHwZ9usUI6ElXsktTEvATZn9AnKmAxSAYqZoodeEKFbsrqhVJ0uDaL918qR4mvF3U2ixs0Wc0ivx-GtJ0G7GdBjmjqPq_w0SMbzW9RrEfXxvAl4uC5kv-wisaW28QuTAsecIeCg335aRsl962I/ZAz1y4Yg8i_HhLrGhO3UT4sLVCMyqvSdzLxEKyyDioA)",15/6/2026,PUBLICADO ,"GASTRONOMÍA,INVIERNO","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
PAUTA  ,"📍 Durante agosto, septiembre y octubre a través de Aerolíneas Argentinas:",,,,,,,,,,,,,,
PAUTAR  ,VUELO COR-EQS,"¡CÓRDOBA Y ESQUEL MÁS CERCA QUE NUNCA! 🤝

Volvió la ruta directa COR-EQS. 
¡Sí, leíste bien! En solo 2 horas podés estar respirando el aire puro de nuestra Patagonia y disfrutando de planes imperdibles. 🏔️✨

Vení y dejate maravillar por el imponente Parque Nacional Los Alerces, reviví la historia en el mítico tren La Trochita o enamorate de los colores de Trevelin y su campo de tulipanes. La aventura que buscás te está esperando acá.

Uniendo rumbos con @aerolineas_argentinas ❤️

Escribinos para conocer más detalles y empezá a diseñar tu próximo viaje. 💬

#Córdoba #Esquel #PatagoniaArgentina #AerolíneasArgentinas #Invierno2026",,16/6/2026,PUBLICADO ,,,,,,,,,,
,historia ,ultimas horas para participar ,,16/6/2026,PUBLICADO ,,,,,,,,,,
,Alerzal Mileneraio ,"ÚNICO EN EL MUNDO 🌍

Una toma no alcanza para dimensionar su verdadera inmensidad. El alerce, nuestro gran protagonista del bosque, se eleva imponente recordándonos que la belleza incalculable existe y vive acá, en este rincón del planeta: el Parque Nacional Los Alerces.

💡 Tips para tu visita:
¡Podés hacer esta excursión durante todo el año! 📅 
Prevé contar con abrigo y calzado apropiado para caminar. 🥾 
Consultá frecuencias, horarios y reservá tus boletos con anticipación. 🎫

#Esquel #PatagoniaArgentina #LosAlerces #Naturaleza #Invierno26",IMG_9503.MOV (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/lzaD7OGIEv44qjquE5Scmw/MKSlr4ibNq6ziNcq9qKh1xCznUcUjQMTAHTsmJD2gS3nAuK0O8mzT9pqypvEVS9jyxDhGV1X57qc-MeUnjpVDt7IYDZe7oDXxst8Wbu6OosyUmaoBHE3IepdZkiW3GY5u_9NaWt3Uud0D3Wv14MXwt0nMfwWTTmc2lBx8EMUStg/lteVm0Q9SGsbBSn1IG_U8d7smOSEJnf5y4eoWQrSo_8),17/6/2026,PUBLICADO ,"ALERZAL MILENARIO,PARQUE NACIONAL LOS ALERCES",,,,,,,,,
,ESQUEL + TREVELIN primera publi,"ESQUEL Y TREVELIN: LA MAGIA SE DUPLICA ✨

Un viaje que se vuelve inolvidable y que te va a dejar con ganas de volver por más. 

¿Qué te espera en esta escapada? 👇
🏔️ Adrenalina en la montaña, ya sea en La Hoya o en Sierra Colorada.
🍷Sabores tradicionales y una gastronomía que te va a sorprender.
🚂 Historia viva de la cultura galesa, mapuche y tehuelche,
a bordo de La Trochita o en el Molino Harinero y 
🌷 Paisajes de película en los sitios geológicos de Esquel, entre los miles de tulipanes en Trevelin o en un bosque milenario en el Parque Nacional Los Alerces.

¡Escribinos para conocer todas las alternativas!

#Trevelin #Esquel #PatagoniaArgentina #Invierno26",,17/6/2026,PUBLICADO ,,,,,,,,,,
,CANOPY ,"¿BUSCÁS QUÉ HACER ESTA PRÓXIMA TEMPORADA?

Te dejamos una propuesta: combinar la magia del bosque patagónico con un toque de emoción.
Recorrer las plataformas de canopy te hará sentir parte de la naturaleza de una manera súper divertida. Y como toda buena jornada en la cordillera termina con algo rico, un té de campo casero te espera al finalizar el recorrido para recargar pilas. 🫖🍰

📝 Reservá tu lugar antes de venir.

📍 @pueblo_alto_lodge

#EsquelTeHaceBien #Esquel #PatagoniaArgentina #Canopy #invierno26 ",IMG_9200.MOV (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/vY4M6lITU3wm-iHFW45Tvg/lRdx48EX-FiuQ8yaaU1hIVer3-ogyAbg3XDPd2R7W_mo8O-oSDo98Iv4eqkSVdC0TG4Z07zzSo62UYWga34juufJnYOjTEdvKcocP36PHkTJS-RfT32K3xmHDXTzBYK4uam_kiJHOfT_v7UReCaTC47fZC9WQAEM41PzuqIGlrY/oeur3rToK0NihdiWn2ALtfaTHnz2YmKoUbNUd3CzFBI),19/6/2026,PUBLICADO ,"AVENTURA,INVIERNO","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
,Esquel / fotos  ,"Esquel, un escenario que parece detenido en el tiempo. 
El aire puro que invita a respirar más profundo y una calma que se siente en cada rincón.

Al hacer senderismo descubrís que, en cada paso, la naturaleza tiene algo nuevo para mostrarte. 

¡Planificá con nosotros tu viaje!

#Esquel #Senderismo #PatagoniaArgentina #Invierno #Trekking",image.png (https://v5.airtableusercontent.com/v3/u/55/55/1783965600000/5ZwkZzYhH162tKabRwmNoA/2HfvLAKxbKyErxCnTTnCBgiI8uOO6JjKuMwHgP3Ag40vILx51kCrlwYMB5l77t_arJzRryMnSy4pemLpsxImeWfBid7Ox64uK3Z0q4IMYWmhNvYBOtlTszXRKj3AreV4l2FQHpE9I7O4N6FQxjJ0Ng/5UNrzb6YwqCAOG9JsQCwkmPpEIRNnFI8yQIw0kMm5LY),20/6/2026,PUBLICADO ,"PAISAJE,INVIERNO","FACEBOOK,INSTAGRAM",,,,,,,,
Historia,DIA DEL PADRE,Diseño ya pedido,,21/6/2026,PUBLICADO ,,,,,,,,,,
,,(Brem) Para tener en cuenta: ¿Hay algún contenido de Mundial y cómo festeja la ciudad de Esquel que podamos grabar?,,,,,,,,,,,,,
PAUTA ,LA HOYA FAMILIA   ( con  video),"Pistas seguras, la mejor calidad de nieve y una ciudad cerca de todo para que descansar y disfrutar sea sencillo. 

¡Las mejores vacaciones familiares están en Esquel!

📲 ¡Consultanos! +54 9 2945 529616

#Esquí #LaHoya #Invierno2026 #Esquel #PatagoniaArgentina

(La URL del anuncio dirige a: https://www.esquel.tur.ar/blog/la-hoya-en-familia-el-mejor-lugar-para-disfrutar-las-vacaciones-de-invierno )
",,22/6/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
Posteo  - * ,Trochita https://drive.google.com/file/d/1EWsYL9_oPMVywdRQ3Ca-uFysms1flCGK/view?usp=drive_link (en instagram se subiría partido en 2 verticales paras deslizar),"Si buscás unas vacaciones de invierno diferentes, Esquel te espera con uno de los paseos más emblemáticos de la Patagonia y paisajes que parecen sacados de un cuento.

🎫 Planificá tu visita y reservá tu pasaje con tiempo en: latrochita.org.ar

¡Viví la magia del invierno en Esquel!

#Esquel #Invierno2026 #LaTrochita #Trenes #PatagoniaArgentina ",,23/6/2026,PUBLICADO ,"CULTURAL,LA TROCHITA,INVIERNO","FACEBOOK,INSTAGRAM",,,,,,,,
Reel,https://drive.google.com/file/d/1j4zdgUVHJY0XKCJxTj7BKDxzpUD9ATcC/view?usp=sharing,"Feliz cumple @leomessi 🩵
¡La Patagonia y Esquel te esperan!

#patagoniaargentina #messigoat #messi #CumpleLEO",,24/6/2026,PUBLICADO ,,"FACEBOOK,INSTAGRAM",,,,,,,,
PAUTA,LA HOYA AMIGOS ,"No más excusas. Esquel tiene el plan perfecto para tu grupo de amigos: la mejor nieve de la Patagonia en La Hoya y el paisaje que necesitan para desconectar. ¡Es ahora!

Consultanos: +54 9 2945 529616

#Esquí #LaHoya #Invierno2026 #Esquel #PatagoniaArgentina 

👉 https://www.esquel.tur.ar/blog/nieve-de-calidad-buenos-precios-y-excelentes-pistas-descubri-la-hoya-con-amigos",,24/6/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
Historia,https://drive.google.com/file/d/1YimzQlRZCH0K_2vsRqghDoMOSrt5sfIB/view?usp=drive_link,Podemos sumar link a: https://www.esquel.tur.ar/blog/la-hoya-en-familia-el-mejor-lugar-para-disfrutar-las-vacaciones-de-invierno,,25/6/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM",,,,,,,,
Reel,DOWNHILL - Bicileta,"DOWNHIILL: CUANDO LA MONTAÑA ES TU ESCENARIO 🚵🏼

El Cerro “La Cruz” es más que un simple atractivo: es un escenario natural único en donde el deporte no para de crecer. Acá, la adrenalina del DownHill se combina con paisajes patagónicos y se vive durante todo el año. 

""La Cruz"", cuenta con Cóndor I y El Flow, dos circuitos especializados y trabajados para quienes buscan adrenalina a flor de piel. 

Si amás el Downhill tenemos una buena para vos: en septiembre hay novedades de la mano de los Juegos de Montaña y en noviembre se realizará el Patagónico en Esquel.

¿Vas a seguir entrenando en la ciudad? Mejor entrená en Esquel 😉

#downhill #ciclismo #deportes #esquel #patagoniaargentina",,25/6/2026,PUBLICADO ,"AVENTURA,DEPORTIVO","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
PAUTA ,LA HOYA PAREJA  (van sin titulo a ver que pasa...) ,"Tiempo y nieve de calidad en una ciudad que te abraza
Venís por la montaña, te enamorás de todo lo demás.

📲 ¡Consultanos!: +54 9 2945 529616

#Esquí #LaHoya #Invierno2026 #Esquel #PatagoniaArgentina ",,26/6/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
Pauta,https://drive.google.com/file/d/10chxhI5YLMxde-AgdRuGcCZcZcs6jbOt/view?usp=sharing,"¿Conocías este mirador del lago Futalaufquen?

El sendero Pinturas Rupestres, además de presentar un recorrido que combina naturaleza e historia con huellas que el tiempo no pudo borrar, te sorprende cuando subís al mirador.
Inmensidad, aire puro y un momento de paz que pocas veces se repite.

¡Vení a descubrirlo!
📍 Parque Nacional Los Alerces - Patrimonio - UNESCO

#Esquel #PatagoniaArgentina #TurismoAccesible #PinturasRupestres #Patagonia",,27/6/2026,PUBLICADO ,"SENDERO,NATURALEZA,PARQUE NACIONAL LOS ALERCES","INSTAGRAM,FACEBOOK,YOUTUBE,TIKTOK",,,,,,,,
Historia,La Hoya,https://drive.google.com/file/d/1YVyooRtm5K77MetAruaF_Mp5tZ8Injyo/view?usp=drive_link,,28/6/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM",,,,,,,,
Posteo,SKI https://drive.google.com/file/d/1PEKRO2ChcHbahZAudbI-PDScOgMbnTpg/view?usp=drive_link ,"👨‍👩‍👧‍👦 EL VIAJE EN FAMILIA QUE SOÑÁS ESTÁ EN ESQUEL 

¿Buscás nieve real, diversión para todos ? El centro de esquí La Hoya te espera con un entorno seguro, amigable y a solo minutos de la ciudad.
⛷️ 30 pistas para todos los niveles, desde principiantes hasta expertos.
🚠 8 medios de elevación para que disfrutes más y esperes menos. 
🎒 Escuela de esquí y snowboard + alquiler de equipos en el cerro. 
🍲 Gastronomía de montaña riquísima para recargar energías. 
❄️ Y lo mejor de todo: la nieve polvo con la mejor calidad de la Patagonia.
¡No dejes para después los mejores recuerdos de tus hijos!

🎫 Pases ya disponibles en skilahoya.com

#Esquí #LaHoya #Invierno2026 #Esquel #PatagoniaArgentina #TurismoFamiliar",,29/6/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM",,,,,,,,
Historia,Invierno,https://drive.google.com/file/d/1hr4-wm-3ewAlN7YCSfPPqfqFmWWklf8n/view?usp=drive_link,,30/6/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM",,,,,,,,
Posteo,Invierno: https://drive.google.com/file/d/14nKLVw20famVAzGy7TCfZSGlxyDKmiZb/view?usp=drive_link,"Este invierno, ¡regalate las vacaciones que te merecés!
Esquel es tranquilidad y paisajes que enamoran... Acá el verdadero encanto está en lo que sentís. 💙

RNU Laguna La Zeta - Esquel 

#Esquel #PatagoniaArgentina #VacacionesDeInvierno #Invierno2026 #nieve",,30/6/2026,PUBLICADO ,"INVIERNO,PAISAJE,La Zeta","FACEBOOK,INSTAGRAM",,,,,,,,
Reel,https://www.instagram.com/turismoesquelok/,"¡Llega la nieve a Esquel y nosotros somos felices!

#esquel #patagoniaargentina #invierno2026 #vacacionesdeinvierno❄️",,30/6/2026,PUBLICADO ,"CIUDAD DE ESQUEL,INVIERNO","INSTAGRAM,FACEBOOK,YOUTUBE,TIKTOK",,,,,,,,
,,,,,,,,,,,,,,,
Posteo,https://drive.google.com/file/d/1Q19Ac_S3tunpdN6_HjzRqL5OqDjugBEq/view?usp=drive_link,"¿Tenés lista tu cámara para sacar las mejores fotos? 📸🏔️

El Parque Nacional Los Alerces se transforma en cada temporada para que lo vivas de una manera completamente diferente. Y el Glaciar Torrecillas es, sin dudas, uno de esos lugares que hay que visitar. 

Prepará la cámara (y el abrigo) porque cada rincón es una postal que te va a volar la cabeza.

¡No te quedes afuera! 
Reservá tu lugar escribiendo a @glaxiar 👈

#GlaciarTorrecillas #ParqueNacionalLosAlerces #Invierno2026 #Esquel #PatagoniaArgentina",,2/7/2026,PUBLICADO ,"PARQUE NACIONAL LOS ALERCES,GLACIAR TORRECILLAS,INVIERNO","FACEBOOK,INSTAGRAM",,,,,,,,
Historia,La hoya,https://drive.google.com/file/d/1Xx4C67I0l6MKc_zgbpFsfx3WXMD1xHs-/view?usp=drive_link,,2/7/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM",,,,,,,,
Posteo,https://drive.google.com/file/d/1qCubcHMYFAWc-O3OS3wm6YrvNTsHuW9q/view?usp=drive_link,"El invierno se disfruta mucho más cuando hay tiempo para compartir.

Vivir un día en La Hoya, donde cada bajada es una risa compartida, y saber que al final de la tarde la ciudad los espera con toda su calidez para coronar un día perfecto. ❤️

Este invierno, encontrémonos en Esquel. ⛷️✨

#Esquel #LaHoya #Invierno2026 #PatagoniaArgentina #TurismoArgentina #EscapadaEnPareja",,3/7/2026,PUBLICADO ,"INVIERNO,LA HOYA","FACEBOOK,INSTAGRAM",,,,,,,,
Historia,Córdoba (sumamos link a la web en el área de abajo),https://drive.google.com/file/d/1yb-AozXCdkO60J-n48TspHCVAHXk5fAl/view?usp=drive_link,,3/7/2026,PUBLICADO ,"CÓRDOBA,CIUDAD DE ESQUEL","FACEBOOK,INSTAGRAM",,,,,,,,
Reel,Semana de la dulzura,"Feliz Semana de la Dulzura 🍫
Sorprendé a esa persona especial con algo rico, acá en Esquel siempre hay una excusa para endulzar el día.

#Semanadeladulzura
#Esquel
#chololates
#patagoniaargentina
#invierno2026

@dulzurasdeesquel
@heladeria.serenata
@delturista.esquel
@chocolatesbraese
@lacarameleriaesquel
@lagalesachocolateria",,5/7/2026,PUBLICADO ,CIUDAD DE ESQUEL,"FACEBOOK,INSTAGRAM,TIKTOK,YOUTUBE",,,,,,,,
